id;key;locale;value
v246-1094;workforce.ui.settlement.problem;ar-EG;المشكلة
v246-1095;workforce.ui.settlement.recalcFailed;en-US;Recalculation failed.
v246-1096;workforce.ui.settlement.recalcFailed;ar-EG;فشلت إعادة الاحتساب.
v246-1097;workforce.ui.settlement.recalculate;en-US;Recalculate
v246-1098;workforce.ui.settlement.recalculate;ar-EG;إعادة الاحتساب
v246-1099;workforce.ui.settlement.recordUnit;en-US;record
v246-1100;workforce.ui.settlement.recordUnit;ar-EG;سجل
v246-1101;workforce.ui.settlement.records;en-US;Records
v246-1102;workforce.ui.settlement.records;ar-EG;السجلات
v246-1103;workforce.ui.settlement.recordsCount;en-US;{count} records
v246-1104;workforce.ui.settlement.recordsCount;ar-EG;{count} سجل
v246-1105;workforce.ui.settlement.resultTitle;en-US;Settlement recalculation result
v246-1106;workforce.ui.settlement.resultTitle;ar-EG;نتيجة إعادة احتساب التسوية
v246-1107;workforce.ui.settlement.review;en-US;Confirm review
v246-1108;workforce.ui.settlement.review;ar-EG;تأكيد المراجعة
v246-1109;workforce.ui.settlement.reviewFailed;en-US;Could not review period.
v246-1110;workforce.ui.settlement.reviewFailed;ar-EG;تعذر مراجعة الفترة.
v246-1111;workforce.ui.settlement.runFailed;en-US;The new calculation failed.
v246-1112;workforce.ui.settlement.runFailed;ar-EG;فشلت المحاولة الجديدة.
v246-1113;workforce.ui.settlement.runSuccess;en-US;Operation succeeded
v246-1114;workforce.ui.settlement.runSuccess;ar-EG;نجحت العملية
v246-1115;workforce.ui.settlement.serviceFee;en-US;Fee / service charge
v246-1116;workforce.ui.settlement.serviceFee;ar-EG;عمولة / رسوم الخدمة
v246-1117;workforce.ui.settlement.startDate;en-US;Start date *
v246-1118;workforce.ui.settlement.startDate;ar-EG;تاريخ البداية *
v246-1119;workforce.ui.settlement.statusApproved;en-US;Approved
v246-1120;workforce.ui.settlement.statusApproved;ar-EG;معتمدة
v246-1121;workforce.ui.settlement.statusCalculated;en-US;Calculated
v246-1122;workforce.ui.settlement.statusCalculated;ar-EG;تم الاحتساب
v246-1123;workforce.ui.settlement.statusDraft;en-US;Draft
v246-1124;workforce.ui.settlement.statusDraft;ar-EG;مسودة
v246-1125;workforce.ui.settlement.statusLocked;en-US;Locked
v246-1126;workforce.ui.settlement.statusLocked;ar-EG;مقفلة
v246-1127;workforce.ui.settlement.statusPaid;en-US;Paid
v246-1128;workforce.ui.settlement.statusPaid;ar-EG;مصروفة
v246-1129;workforce.ui.settlement.statusPosted;en-US;Posted
v246-1130;workforce.ui.settlement.statusPosted;ar-EG;مرحلة
v246-1131;workforce.ui.settlement.statusReviewed;en-US;Reviewed
v246-1132;workforce.ui.settlement.statusReviewed;ar-EG;تمت المراجعة
v246-1133;workforce.ui.settlement.summary;en-US;Result summary
v246-1134;workforce.ui.settlement.summary;ar-EG;ملخص النتيجة
v246-1135;workforce.ui.settlement.summaryDetails;en-US;Gross {gross} · Deductions {deductions} · Advances {advances} · Net {net}
v246-1136;workforce.ui.settlement.summaryDetails;ar-EG;إجمالي {gross} · خصومات {deductions} · سلف {advances} · صافي {net}
v246-1137;workforce.ui.settlement.title;en-US;Workforce and contractor settlement periods
v246-1138;workforce.ui.settlement.title;ar-EG;فترات تسوية العمالة والمقاولين
v246-1139;workforce.ui.settlement.version;en-US;Version
v246-1140;workforce.ui.settlement.version;ar-EG;الإصدار
v246-1141;workforce.ui.settlement.warning;en-US;Warning
v246-1142;workforce.ui.settlement.warning;ar-EG;تحذير
v246-1143;workforce.ui.settlement.warnings;en-US;Warnings
v246-1144;workforce.ui.settlement.warnings;ar-EG;التحذيرات
v246-1145;workforce.ui.settlement.workerGross;en-US;Total worker wages
v246-1146;workforce.ui.settlement.workerGross;ar-EG;إجمالي أجور العمال
v246-1147;workforce.ui.settlement.workerNet;en-US;Workers net
v246-1148;workforce.ui.settlement.workerNet;ar-EG;صافي العمال
v246-1149;workforce.ui.settlementDetail.accountingModel;en-US;Accounting model
v246-1150;workforce.ui.settlementDetail.accountingModel;ar-EG;نموذج المحاسبة
v246-1151;workforce.ui.settlementDetail.advanceDeduction;en-US;Advance deduction
v246-1152;workforce.ui.settlementDetail.advanceDeduction;ar-EG;خصم السلف
v246-1153;workforce.ui.settlementDetail.attendanceDays;en-US;Attendance days
v246-1154;workforce.ui.settlementDetail.attendanceDays;ar-EG;أيام الحضور
v246-1155;workforce.ui.settlementDetail.cancelInvoiceLink;en-US;Cancel invoice link
v246-1156;workforce.ui.settlementDetail.cancelInvoiceLink;ar-EG;إلغاء ربط الفاتورة
v246-1157;workforce.ui.settlementDetail.cancelPayment;en-US;Cancel payment entry
v246-1158;workforce.ui.settlementDetail.cancelPayment;ar-EG;إلغاء تسجيل السداد
v246-1159;workforce.ui.settlementDetail.confirmPayment;en-US;Confirm payment
v246-1160;workforce.ui.settlementDetail.confirmPayment;ar-EG;تأكيد الصرف
v246-1161;workforce.ui.settlementDetail.contractorName;en-US;Contractor name
v246-1162;workforce.ui.settlementDetail.contractorName;ar-EG;اسم المقاول
v246-1163;workforce.ui.settlementDetail.dailyRate;en-US;Daily rate
v246-1164;workforce.ui.settlementDetail.dailyRate;ar-EG;فئة اليومية
v246-1165;workforce.ui.settlementDetail.daysUnit;en-US;days
v246-1166;workforce.ui.settlementDetail.daysUnit;ar-EG;يوم
v246-1167;workforce.ui.settlementDetail.deductions;en-US;Deductions
v246-1168;workforce.ui.settlementDetail.deductions;ar-EG;الخصومات
v246-1169;workforce.ui.settlementDetail.financePostingStatus;en-US;Finance posting status
v246-1170;workforce.ui.settlementDetail.financePostingStatus;ar-EG;حالة الترحيل للمالية
v246-1171;workforce.ui.settlementDetail.gross;en-US;Gross
v246-1172;workforce.ui.settlementDetail.gross;ar-EG;الإجمالي
v246-1173;workforce.ui.settlementDetail.invoiceAmount;en-US;Invoice amount
v246-1174;workforce.ui.settlementDetail.invoiceAmount;ar-EG;مبلغ الفاتورة
v246-1175;workforce.ui.settlementDetail.invoiceDate;en-US;Invoice date *
v246-1176;workforce.ui.settlementDetail.invoiceDate;ar-EG;تاريخ الفاتورة *
v246-1177;workforce.ui.settlementDetail.invoiceFailed;en-US;Could not link the invoice.
v246-1178;workforce.ui.settlementDetail.invoiceFailed;ar-EG;تعذر ربط الفاتورة.
v246-1179;workforce.ui.settlementDetail.invoiceNumber;en-US;Invoice number *
v246-1180;workforce.ui.settlementDetail.invoiceNumber;ar-EG;رقم الفاتورة *
v246-1181;workforce.ui.settlementDetail.invoiceReference;en-US;Invoice number and reference
v246-1182;workforce.ui.settlementDetail.invoiceReference;ar-EG;رقم الفاتورة والمرجع
v246-1183;workforce.ui.settlementDetail.invoiceTitle;en-US;Link official contractor invoice
v246-1184;workforce.ui.settlementDetail.invoiceTitle;ar-EG;ربط فاتورة المقاول الرسمية
v246-1185;workforce.ui.settlementDetail.linkInvoice;en-US;Link contractor invoice
v246-1186;workforce.ui.settlementDetail.linkInvoice;ar-EG;ربط فاتورة المقاول
v246-1187;workforce.ui.settlementDetail.net;en-US;Net
v246-1188;workforce.ui.settlementDetail.net;ar-EG;الصافي
v246-1189;workforce.ui.settlementDetail.netPayable;en-US;Contractor net payable
v246-1190;workforce.ui.settlementDetail.netPayable;ar-EG;صافي المستحق للمقاول
v246-1191;workforce.ui.settlementDetail.noWorkerLines;en-US;No worker details exist for this settlement.
v246-1192;workforce.ui.settlementDetail.noWorkerLines;ar-EG;لا توجد تفاصيل عمال لهذه التسوية.
v246-1193;workforce.ui.settlementDetail.notLinked;en-US;Not linked
v246-1194;workforce.ui.settlementDetail.notLinked;ar-EG;غير مربوطة
v246-1195;workforce.ui.settlementDetail.notPosted;en-US;Not posted
v246-1196;workforce.ui.settlementDetail.notPosted;ar-EG;غير مرحل
v246-1197;workforce.ui.settlementDetail.paidAmount;en-US;Paid amount
v246-1198;workforce.ui.settlementDetail.paidAmount;ar-EG;المبلغ المنصرف
v246-1199;workforce.ui.settlementDetail.paymentAmount;en-US;Payment amount *
v246-1200;workforce.ui.settlementDetail.paymentAmount;ar-EG;مبلغ الصرف *
v246-1201;workforce.ui.settlementDetail.paymentDate;en-US;Payment date
v246-1202;workforce.ui.settlementDetail.paymentDate;ar-EG;تاريخ الصرف
v246-1203;workforce.ui.settlementDetail.paymentFailed;en-US;Could not record the payment.
v246-1204;workforce.ui.settlementDetail.paymentFailed;ar-EG;تعذر تسجيل الصرف.
v246-1205;workforce.ui.settlementDetail.paymentReference;en-US;Reference / cheque number
v246-1206;workforce.ui.settlementDetail.paymentReference;ar-EG;رقم المرجع / الشيك
v246-1207;workforce.ui.settlementDetail.paymentTitle;en-US;Record contractor payable payment
v246-1208;workforce.ui.settlementDetail.paymentTitle;ar-EG;تسجيل صرف مستحقات للمقاول
v246-1209;workforce.ui.settlementDetail.postFailed;en-US;Could not post the settlement to Finance.
v246-1210;workforce.ui.settlementDetail.postFailed;ar-EG;تعذر ترحيل التسوية للمالية.
v246-1211;workforce.ui.settlementDetail.postReason;en-US;Post contractor settlement wages and payables
v246-1212;workforce.ui.settlementDetail.postReason;ar-EG;ترحيل أجور ومستحقات تسوية المقاول
v246-1213;workforce.ui.settlementDetail.postToFinance;en-US;⚖ Post to Finance (payable entry)
v246-1214;workforce.ui.settlementDetail.postToFinance;ar-EG;⚖ ترحيل للمالية (قيد المستحق)
v246-1215;workforce.ui.settlementDetail.posted;en-US;Posted ({journal})
v246-1216;workforce.ui.settlementDetail.posted;ar-EG;تم الترحيل ({journal})
v246-1217;workforce.ui.settlementDetail.posting;en-US;Posting…
v246-1218;workforce.ui.settlementDetail.posting;ar-EG;جارٍ الترحيل…
v246-1219;workforce.ui.settlementDetail.recordPayment;en-US;Record payable payment
v246-1220;workforce.ui.settlementDetail.recordPayment;ar-EG;تسجيل صرف مستحقات
v246-1221;workforce.ui.settlementDetail.saveInvoiceLink;en-US;Save link
v246-1222;workforce.ui.settlementDetail.saveInvoiceLink;ar-EG;حفظ الربط
v246-1223;workforce.ui.settlementDetail.title;en-US;Contractor settlement details — {name}
v246-1224;workforce.ui.settlementDetail.title;ar-EG;تفاصيل تسوية المقاول — {name}
v246-1225;workforce.ui.settlementDetail.worker;en-US;Worker
v246-1226;workforce.ui.settlementDetail.worker;ar-EG;العامل
v246-1227;workforce.ui.settlementDetail.workerLinesTitle;en-US;Contractor worker wage details ({count})
v246-1228;workforce.ui.settlementDetail.workerLinesTitle;ar-EG;تفاصيل أجور عمال المقاول ({count})
v246-1229;workforce.ui.status;en-US;Status
v246-1230;workforce.ui.status;ar-EG;الحالة
v246-1231;workforce.ui.system;en-US;System
v246-1232;workforce.ui.system;ar-EG;النظام
v246-1233;workforce.ui.type;en-US;Type
v246-1234;workforce.ui.type;ar-EG;النوع
v246-1235;workforce.ui.unexpectedError;en-US;Unexpected error
v246-1236;workforce.ui.unexpectedError;ar-EG;خطأ غير متوقع
v246-1237;workforce.ui.worker;en-US;Worker
v246-1238;workforce.ui.worker;ar-EG;عامل
v246-1239;workforce.ui.workers.add;en-US;+ Add worker
v246-1240;workforce.ui.workers.add;ar-EG;+ إضافة عامل جديد
v246-1241;workforce.ui.workers.addTitle;en-US;Add worker
v246-1242;workforce.ui.workers.addTitle;ar-EG;إضافة عامل جديد
v246-1243;workforce.ui.workers.attendanceMode;en-US;Attendance method
v246-1244;workforce.ui.workers.attendanceMode;ar-EG;طريقة الحضور
v246-1245;workforce.ui.workers.biometric;en-US;Biometric
v246-1246;workforce.ui.workers.biometric;ar-EG;بصمة
v246-1247;workforce.ui.workers.categoriesFailed;en-US;Could not load categories
v246-1248;workforce.ui.workers.categoriesFailed;ar-EG;تعذر تحميل الفئات
v246-1249;workforce.ui.workers.categoriesLoadFailedDetail;en-US;Could not load worker categories. Try again.
v246-1250;workforce.ui.workers.categoriesLoadFailedDetail;ar-EG;تعذر تحميل فئات العمال. أعد المحاولة.
v246-1251;workforce.ui.workers.category;en-US;Category
v246-1252;workforce.ui.workers.category;ar-EG;الفئة
v246-1253;workforce.ui.workers.categoryInheritance;en-US;"New workers inherit the daily rate and work hours from the selected category; they can be edited afterward."
v246-1254;workforce.ui.workers.categoryInheritance;ar-EG;عند إنشاء عامل جديد تُورث اليومية وساعات العمل من الفئة المختارة ويمكن تعديلهما بعد ذلك.
v246-1255;workforce.ui.workers.categoryRequired;en-US;Worker category *
v246-1256;workforce.ui.workers.categoryRequired;ar-EG;فئة العامل *
v246-1257;workforce.ui.workers.codeRequired;en-US;Worker code *
v246-1258;workforce.ui.workers.codeRequired;ar-EG;كود العامل *
v246-1259;workforce.ui.workers.contractor;en-US;Contractor
v246-1260;workforce.ui.workers.contractor;ar-EG;المقاول التابع له
v246-1261;workforce.ui.workers.contractorRequired;en-US;Assigned contractor *
v246-1262;workforce.ui.workers.contractorRequired;ar-EG;المقاول المكلف *
v246-1263;workforce.ui.workers.createCategory;en-US;+ Create worker category
v246-1264;workforce.ui.workers.createCategory;ar-EG;+ إنشاء فئة عمال
v246-1265;workforce.ui.workers.createdSuccess;en-US;Worker created successfully
v246-1266;workforce.ui.workers.createdSuccess;ar-EG;تم إنشاء العامل بنجاح
v246-1267;workforce.ui.workers.editTitle;en-US;Edit worker
v246-1268;workforce.ui.workers.editTitle;ar-EG;تعديل بيانات العامل
v246-1269;workforce.ui.workers.eyebrow;en-US;Worker management
v246-1270;workforce.ui.workers.eyebrow;ar-EG;إدارة العمال
v246-1271;workforce.ui.workers.hours;en-US;Work hours
v246-1272;workforce.ui.workers.hours;ar-EG;ساعات العمل
v246-1273;workforce.ui.workers.loadingCategories;en-US;Loading categories...
v246-1274;workforce.ui.workers.loadingCategories;ar-EG;جارٍ تحميل الفئات...
v246-1275;workforce.ui.workers.nameRequired;en-US;Full name *
v246-1276;workforce.ui.workers.nameRequired;ar-EG;الاسم الكامل *
v246-1277;workforce.ui.workers.nationalId;en-US;National ID
v246-1278;workforce.ui.workers.nationalId;ar-EG;الرقم القومي
v246-1279;workforce.ui.workers.noCategories;en-US;No worker categories are available
v246-1280;workforce.ui.workers.noCategories;ar-EG;لا توجد فئات عمال متاحة
v246-1281;workforce.ui.workers.noCategoriesHelp;en-US;No worker categories are currently available. Create a category before adding a worker.
v246-1282;workforce.ui.workers.noCategoriesHelp;ar-EG;لا توجد فئات عمال متاحة حالياً. أنشئ فئة أولاً حتى تتمكن من إضافة العامل.
v246-1283;workforce.ui.workers.phone;en-US;Phone number
v246-1284;workforce.ui.workers.phone;ar-EG;رقم الهاتف
v246-1285;workforce.ui.workers.rateHoursError;en-US;Daily rate cannot be negative and work hours must be greater than zero.
v246-1286;workforce.ui.workers.rateHoursError;ar-EG;اليومية يجب ألا تكون سالبة وساعات العمل يجب أن تكون أكبر من صفر.
v246-1287;workforce.ui.workers.requiredError;en-US;Worker code, name, contractor, and category are required.
v246-1288;workforce.ui.workers.requiredError;ar-EG;كود العامل والاسم والمقاول والفئة حقول إلزامية.
v246-1289;workforce.ui.workers.saveFailed;en-US;Could not save the worker. Try again.
v246-1290;workforce.ui.workers.saveFailed;ar-EG;تعذر حفظ العامل. أعد المحاولة.
v246-1291;workforce.ui.workers.selectCategory;en-US;Select category
v246-1292;workforce.ui.workers.selectCategory;ar-EG;اختر الفئة
v246-1293;workforce.ui.workers.selectContractor;en-US;Select contractor
v246-1294;workforce.ui.workers.selectContractor;ar-EG;اختر المقاول
v246-1295;workforce.ui.workers.standardHoursRequired;en-US;Standard daily hours *
v246-1296;workforce.ui.workers.standardHoursRequired;ar-EG;ساعات اليوم القياسية *
v246-1297;workforce.ui.workers.title;en-US;Daily and temporary worker register
v246-1298;workforce.ui.workers.title;ar-EG;سجل العمال اليوميين والمؤقتين
v246-1299;workforce.ui.workers.updatedSuccess;en-US;Worker updated successfully
v246-1300;workforce.ui.workers.updatedSuccess;ar-EG;تم تحديث بيانات العامل بنجاح
v246-1301;workforce.ui.workers.verifyFailed;en-US;The save request completed, but the worker did not appear after refreshing the data.
v246-1302;workforce.ui.workers.verifyFailed;ar-EG;تم إرسال طلب الحفظ لكن العامل لم يظهر بعد إعادة تحميل البيانات.
